Column1,Column2,Column3,Column4,Column5,Column6,Column7
idiom,break the ice,ရင်းနှီးအောင်ပြောဆိုသည်,He told a joke to break the ice.,ရင်းနှီးအောင်ပြောဆိုရန် သူ ဟာသတစ်ခု ပြောခဲ့သည်။,,social
idiom,hit the books,စာအုပ်ကျက်သည်,I need to hit the books before the test.,စာမေးပွဲမတိုင်မီ ကျွန်တော် စာအုပ်ကျက်ရမယ်။,,study
idiom,under the weather,နေမကောင်းဖြစ်သည်,She is feeling under the weather today.,သူမသည် ဒီနေ့ နေမကောင်းဖြစ်နေသည်။,,health
idiom,once in a blue moon,ရှားရှားပါးပါး,He visits us once in a blue moon.,သူသည် ရှားရှားပါးပါးမှ ကျွန်တော်တို့ဆီ လာလည်သည်။,,time
idiom,cost an arm and a leg,အလွန်ဈေးကြီးသည်,That car cost an arm and a leg.,အဲဒီကားက အလွန်ဈေးကြီးတယ်။,,money
idiom,the ball is in your court,သင့်အလှည့်ဖြစ်သည်,I've done my part; the ball is in your court now.,ကျွန်တော့်တာဝန်ကို လုပ်ပြီးပြီ၊ အခု သင့်အလှည့်ဖြစ်ပြီ။,,social
idiom,bite the bullet,ရင်ဆိုင်ဖြေရှင်းသည်,She had to bite the bullet and apologize.,သူမသည် ရင်ဆိုင်ဖြေရှင်းပြီး တောင်းပန်ခဲ့ရသည်။,,difficulty
idiom,hit the nail on the head,အတိအကျမှန်သည်,Your answer hit the nail on the head.,သင်၏အဖြေက အတိအကျမှန်ပါတယ်။,,communication
idiom,let the cat out of the bag,လျှို့ဝှက်ချက်ပေါက်ကြားစေသည်,He let the cat out of the bag about the party.,ပါတီအကြောင်း သူ လျှို့ဝှက်ချက် ပေါက်ကြားစေခဲ့သည်။,,social
idiom,spill the beans,လျှို့ဝှက်ချက်ဖွင့်ပြောသည်,"Come on, spill the beans!",လာပါ၊ လျှို့ဝှက်ချက် ဖွင့်ပြောပါ။,,social
idiom,beat around the bush,အကွေ့အကောက်ပြောနေသည်,Stop beating around the bush and tell me.,အကွေ့အကောက်မပြောနဲ့တော့၊ ကျွန်တော့်ကို ပြောပါ။,,communication
idiom,call it a day,ဒီနေ့အတွက်ရပ်သည်,We've worked enough; let's call it a day.,အလုပ်လုပ်တာ တော်ပြီ၊ ဒီနေ့အတွက်ရပ်လိုက်ကြစို့။,,work
idiom,get out of hand,ထိန်းမနိုင်သိမ်းမရဖြစ်သည်,The party got out of hand.,ပါတီက ထိန်းမနိုင်သိမ်းမရဖြစ်သွားတယ်။,,social
idiom,on the same page,သဘောတူညီသည်,Let's make sure we're on the same page.,ကျွန်တော်တို့ သဘောတူညီကြောင်း သေချာအောင်လုပ်ကြစို့။,,communication
idiom,peace of mind,စိတ်အေးချမ်းမှု,Insurance gives you peace of mind.,အာမခံက သင့်ကို စိတ်အေးချမ်းမှု ပေးသည်။,,emotions
idiom,speak of the devil,ပြောတုန်းပါပဲ,"Speak of the devil, here he comes!",ပြောတုန်းပါပဲ၊ သူ ဒီကို ရောက်လာပြီ။,,social
idiom,the last straw,သည်းခံစိတ်ကုန်စေသောအကြောင်း,His rude remark was the last straw.,သူ၏ရိုင်းစိုင်းသောစကားက သည်းခံစိတ်ကုန်စေသောအကြောင်းဖြစ်ခဲ့သည်။,,emotions
idiom,once bitten twice shy,တစ်ခါနာ နှစ်ခါသတိ,"After the scam, he was once bitten twice shy.",လိမ်လည်မှုပြီးနောက် သူသည် တစ်ခါနာ နှစ်ခါသတိ ဖြစ်ခဲ့သည်။,,wisdom
idiom,actions speak louder than words,လုပ်ရပ်က စကားထက်ပိုပြောတတ်,He helps quietly; actions speak louder than words.,သူ တိတ်တဆိတ်ကူညီတယ်၊ လုပ်ရပ်က စကားထက်ပိုပြောတတ်တယ်။,,wisdom
idiom,better late than never,နောက်ကျတာမျိုးလည်းကောင်းပါတယ်,He apologized at last; better late than never.,သူ နောက်ဆုံးတော့ တောင်းပန်တယ်၊ နောက်ကျတာမျိုးလည်းကောင်းပါတယ်။,,wisdom
idiom,the early bird catches the worm,စောစောလုပ်သူ အကျိုးရ,Arrive early; the early bird catches the worm.,စောစောရောက်ပါ၊ စောစောလုပ်သူ အကျိုးရတယ်။,,wisdom
idiom,every cloud has a silver lining,ဆိုးကျိုးတိုင်းမှာ ကောင်းကျိုးရှိတတ်,Don't worry; every cloud has a silver lining.,မပူပါနဲ့၊ ဆိုးကျိုးတိုင်းမှာ ကောင်းကျိုးရှိတတ်တယ်။,,wisdom
idiom,kill two birds with one stone,တစ်ချက်ခုတ်နှစ်ချက်ပြတ်,"By walking to work, I kill two birds with one stone.",အလုပ်ကို လမ်းလျှောက်သွားခြင်းဖြင့် တစ်ချက်ခုတ်နှစ်ချက်ပြတ် ဖြစ်သည်။,,wisdom
idiom,don't judge a book by its cover,အပြင်ပန်းကိုကြည့်ပြီး မဆုံးဖြတ်ပါနှင့်,"He seems quiet, but don't judge a book by its cover.",သူ တိတ်ဆိတ်ပုံရပေမယ့် အပြင်ပန်းကိုကြည့်ပြီး မဆုံးဖြတ်ပါနှင့်။,,wisdom
idiom,when pigs fly,ဘယ်တော့မှမဖြစ်နိုင်ဘူး,He'll clean his room when pigs fly.,သူ အခန်းသန့်ရှင်းရေးလုပ်မယ်ဆိုတာ ဘယ်တော့မှမဖြစ်နိုင်ဘူး။,,humor
idiom,burn the midnight oil,ညဉ့်နက်တိုင်ကြိုးစားသည်,She burned the midnight oil to finish the report.,အစီရင်ခံစာပြီးအောင် သူမ ညဉ့်နက်တိုင်ကြိုးစားခဲ့သည်။,,work
idiom,throw in the towel,လက်လျှော့အရှုံးပေးသည်,"After many tries, he threw in the towel.",ကြိမ်ဖန်များစွာ ကြိုးစားပြီးနောက် သူ လက်လျှော့အရှုံးပေးခဲ့သည်။,,difficulty
idiom,pull someone's leg,လူနောက်ပြောင်သည်,"Relax, I'm just pulling your leg.",စိတ်အေးအေးထားပါ၊ ကျွန်တော် လူနောက်ပြောင်နေတာပါ။,,humor
idiom,a blessing in disguise,ဆိုးပုံရပေမယ့်ကောင်းသည်,Losing that job was a blessing in disguise.,အဲဒီအလုပ်ဆုံးရှုံးတာက ဆိုးပုံရပေမယ့်ကောင်းတာပါ။,,wisdom
idiom,add fuel to the fire,မီးလောင်ရာလေပင့်သည်,His comment only added fuel to the fire.,သူ၏မှတ်ချက်က မီးလောင်ရာလေပင့်ရုံသာ ဖြစ်ခဲ့သည်။,,conflict
idiom,back to square one,ပြန်စရသည်,"The plan failed, so we're back to square one.",အစီအစဉ် မအောင်မြင်တော့ ကျွန်တော်တို့ ပြန်စရသည်။,,difficulty
idiom,the best of both worlds,နှစ်ဖက်စလုံးကောင်းသည်,Working from home gives me the best of both worlds.,အိမ်ကနေအလုပ်လုပ်ခြင်းက ကျွန်တော့်ကို နှစ်ဖက်စလုံးကောင်းစေတယ်။,,work
idiom,easy does it,ဖြည်းဖြည်းနဲ့လုပ်ပါ,"Easy does it, don't rush.",ဖြည်းဖြည်းနဲ့လုပ်ပါ၊ မလောနဲ့။,,advice
idiom,go the extra mile,အပိုကြိုးစားသည်,She always goes the extra mile for her customers.,သူမသည် ဖောက်သည်များအတွက် အမြဲ အပိုကြိုးစားသည်။,,work
idiom,in the same boat,အခြေအနေတူညီသည်,We are all in the same boat here.,ဒီမှာ ကျွန်တော်တို့အားလုံး အခြေအနေတူညီဖြစ်နေတယ်။,,social
idiom,make a long story short,အတိုချုပ်ပြောရရင်,"To make a long story short, we won.",အတိုချုပ်ပြောရရင် ကျွန်တော်တို့ အနိုင်ရခဲ့တယ်။,,communication
idiom,no pain no gain,ပင်ပန်းမှအကျိုးရ,"Keep training; no pain, no gain.",ဆက်လေ့ကျင့်ပါ၊ ပင်ပန်းမှအကျိုးရတယ်။,,wisdom
idiom,so far so good,သိပ်အဆင်ပြေပါတယ်,"How is the project? So far, so good.",ပရောဂျက်က ဘယ်လိုလဲ။ သိပ်အဆင်ပြေပါတယ်။,,work
idiom,time flies,အချိန်ကုန်သွားတယ်,Time flies when you're having fun.,ပျော်နေတဲ့အခါ အချိန်ကုန်သွားတယ်။,,time
idiom,you can say that again,မှန်ပါတယ်,This food is amazing. You can say that again!,ဒီအစားအစာက အရမ်းကောင်းတယ်။ မှန်ပါတယ်။,,social
idiom,a dime a dozen,အများကြီးရှိသည်,Cheap souvenirs are a dime a dozen here.,ဈေးပေါ အမှတ်တရပစ္စည်းတွေ ဒီမှာ အများကြီးရှိတယ်။,,money
idiom,cut corners,အရည်အသွေးလျှော့သည်,Don't cut corners on safety.,ဘေးကင်းရေးမှာ အရည်အသွေးမလျှော့ပါနဲ့။,,work
idiom,barking up the wrong tree,လွဲမှားစွာစွပ်စွဲသည်,"If you blame me, you're barking up the wrong tree.",ကျွန်တော့်ကို အပြစ်တင်ရင် မင်း လွဲမှားစွာစွပ်စွဲနေတာ။,,conflict
idiom,the grass is always greener on the other side,သူများဟာပိုကောင်းသလိုထင်ရ,"He envies others, but the grass is always greener on the other side.",သူ သူများကို မနာလိုတယ်၊ ဒါပေမယ့် သူများဟာပိုကောင်းသလိုထင်ရတာပါ။,,wisdom
idiom,give the benefit of the doubt,အကောင်းဘက်ကယူဆသည်,I'll give you the benefit of the doubt this time.,ဒီတစ်ခါတော့ မင်းကို အကောင်းဘက်ကယူဆမယ်။,,social
idiom,get a taste of your own medicine,ကိုယ်လုပ်သလိုပြန်ခံရ,"When they ignored him, he got a taste of his own medicine.",သူတို့ သူ့ကို လျစ်လျူရှုတဲ့အခါ သူ ကိုယ်လုပ်သလိုပြန်ခံရတယ်။,,wisdom
idiom,cross that bridge when you come to it,ရောက်မှဖြေရှင်းမယ်,Don't worry about it now; cross that bridge when you come to it.,အခု မပူပါနဲ့၊ ရောက်မှဖြေရှင်းပါ။,,advice
idiom,it takes two to tango,တစ်ဖက်တည်းအပြစ်မဟုတ်,Don't blame only her; it takes two to tango.,သူမတစ်ယောက်တည်းကို အပြစ်မတင်နဲ့၊ တစ်ဖက်တည်းအပြစ်မဟုတ်ဘူး။,,conflict
idiom,in hot water,ဒုက္ခရောက်သည်,He is in hot water for being late again.,သူသည် နောက်တစ်ခါ နောက်ကျသဖြင့် ဒုက္ခရောက်နေသည်။,,difficulty
idiom,a fish out of water,အဆင်မပြေဖြစ်သည်,"At the fancy party, she felt like a fish out of water.",အဆင့်မြင့်ပါတီမှာ သူမ အဆင်မပြေဖြစ်ခဲ့ရသည်။,,social
